#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

#Decision :: Abdicate/Resign

# Round Table :: Laws
EVTDESC_FOSSADO_111.6;[From.GetTitledFirstName] has arrived. [From.GetSheHeCap] pledged [From.GetHerHis] host into your service and humbly submits under your leadership for the coming fossado.;;;;;;;;;;;;;x
EVTDESC_FOSSADO_111.7;[Root.PrimaryTitle.GetFOA], I will gladly follow your lead in the fossado! I shall slay these beast-worshipers until my arms ache from overuse!;;;;;;;;;;;;;x
EVTDESC_FOSSADO_111.8;[Root.GetTitledFirstName], the despicable Moors shall know the true meaning of fear! We shall strip them of everything they stole from our lands and leave them bare to reveal their true decrepit forms! Then, we shall flay them all! Mark my words, they will know true fear!;;;;;;;;;;;;;x
EVTDESC_FOSSADO_111.9;My liege, with [From.Religion.GetRandomGodName] on our side, victory is certain. Those smelly goatlovers shall perish in our wake! Deus Vult!;;;;;;;;;;;;;x
EVTDESC_FOSSADO_111.10;My liege, may [From.Religion.GetRandomGodName] be with us and give us strength. May the accursed spawn of [From.Religion.GetRandomEvilGodName] crumble before our might!;;;;;;;;;;;;;x

EVTDESC_FOSSADO_120;Failure to attend mandatory service is a grave offense, bordering treason.\n\nHowever, it may be atoned for by paying a heavy fine.\n\nWill you pay the fossadeira fine?;;;;;;;;;;;;;x

EVTDESC_FOSSADO_121.1;Word has reached you that [From.GetTitledFirstName] wont be reporting for duty, this time.\n\nHis apologies, enclosed with the fossadeira, have reached you.;;;;;;;;;;;;;x
EVTDESC_FOSSADO_121.2;[From.GetTitledFirstName] sends word that [From.GetSheHe] will be failing to perform military service, due to domestic issues.\n\n[Root.GetSheHeCap] also sends his sincere apologies, along with the fossadeira.;;;;;;;;;;;;;x
EVTDESC_FOSSADO_121.3;[Root.GetTitledFirstName], regretfully, I will not be attending the fossado, this year.\n\nI humbly beg your forgiveness. Please accept due payment for the fossadeira penalty.;;;;;;;;;;;;;x
EVTDESC_FOSSADO_121.4;[Root.GetTitledFirstName], I have pressing matters to attend. So, unfortunately, I will not be able to join your raiding host.\n\nPlease accept my apologies. The fossadeira money should arrive shortly.;;;;;;;;;;;;;x
EVTDESC_FOSSADO_121.5;[Root.GetTitledFirstName], tragic news about bandits roaming the lands have reached me. So, I can't afford to spare my men for the fossado until this is dealt with.\n\nMy utmost apologies. Please accept this fossadeira.;;;;;;;;;;;;;x
EVTDESC_FOSSADO_121.6;[Root.GetTitledFirstName], I won't be able to send my men, as they are needed to control the famine, over here.\n\nHowever, we have managed to raise enough money for penalty. I hope that paying the fossadeira is enough.;;;;;;;;;;;;;x

EVTDESC_FOSSADO_122.1;[From.GetTitledFirstName] hasn't shown up for military service and hasn't payed the fossadeira, either!\n\nWhat will you do about this?;;;;;;;;;;;;;x
EVTDESC_FOSSADO_122.2;A noble as failed to report for duty and refuses to pay the fossadeira fine!\n\nWhat shall you do about this slight?;;;;;;;;;;;;;x
EVTDESC_FOSSADO_122.3;One of your vassals failed to join you mighty host and has not payed the fossadeira as compensation!\n\nWhat shall you do about this?;;;;;;;;;;;;;x

EVTDESC_FOSSADO_200.1;Local nobles arrive at your camp and report for duty.\n\nYou order them to stand by and await your command.;;;;;;;;;;;;;x
EVTDESC_FOSSADO_200.2;Local nobles have presented themselves for military service at your camp.\n\nYou instruct them to await your orders.;;;;;;;;;;;;;x
EVTDESC_FOSSADO_200.3;Local nobles rally to your cause and join you at camp.\n\nThey eagerly to await your guidance.;;;;;;;;;;;;;x

EVTDESC_FOSSADO_300.1;Your forces are finally ready for the fossado!\n\nYou rally your men with a galvanizing speech, before heading out into hostile lands.\n\nYou remind them how bravely our ancestors fought for this land against the invaders. We are the rightful rulers of these lands and every thing in it. Today we march to retake what is ours and restore our former glory!\n\nYour warriors are deeply impressed by your words and cheer vividly, in high spirits, as they are ordered to ride into Moorish territory.;;;;;;;;;;;;;x
EVTDESC_FOSSADO_300.2;The raiding host is finally assembled and ready to wreak havoc upon the Moors!\n\nOn departure, you tell your troops how weak and decadent our enemies are. You promise them riches and glory just beyond the border.\n\nUpon hearing this, your men cut your speech short with loud cheers, echoing far and wide. Soon, the troops fall into place and submit under your leadership for the coming incursion.;;;;;;;;;;;;;x
EVTDESC_FOSSADO_300.3;At last, the holy expedition is ready to begin.\n\nBefore setting off, you caution your knights to take heed. Fighting the infidel scourge is no easy task. They are renowned riders and possess some of the most noble hotblooded steeds.\n\nYet you remind them not to lose heart, for our cause is just, our men have valor beyond measure and, as long as [Root.Religion.GetRandomGodName] is with us, we shall be unstoppable. Upon hearing this, your noble knights strengthen their resolve and are filled with religious fervour against the infidel scourge.;;;;;;;;;;;;;x
EVTDESC_FOSSADO_300.4;At long last, the blessed men of God have gathered under your banner! Your vassals are prepared and eagerly await your leadership!\n\nYou tell them they have a great endeavor ahead, but not to falter. For the day is coming, where these lands shall be free of the Saracen yoke. No longer shall our rightful subjects suffer under their immoral, sinful and usurious tax. Starting now, we will retake what's ours. With [Root.Religion.GetRandomGodName]'s blessing we shall restore these lands to God and their rightful servants. Deus Vult!\n\nYour men follow suit and let out a great warcry, which shakes the earth.\n§BDeus Vult! Deus Vult! Deus Vult!§!;;;;;;;;;;;;;x

EVTDESC_FOSSADO_400;The fossado is finally over. It is time to return home with the spoils and prepare for next year.;;;;;;;;;;;;;x

#Consolidation :: Prisoners
#EXECUTE_IMPRISONED_INTERACTION_TITLE;Execute Prisoner;Exécuter le prisonnier;Gefangenen hinrichten;;Ejecutar [Root.GetTitledFirstName];;;;;;;;;x
#RELEASE_FROM_PRISON_INTERACTION_TITLE;Release Prisoner;Libérer le prisonnier;Aus dem Kerker entlassen;;Liberar [Root.GetTitledFirstName];;;;;;;;;x
#prisoner_torture;Torture;Torturer le prisonnier;Eingekerkerten foltern;;Torturar [Root.GetTitledFirstName];;;;;;;;;x
#prisoner_humiliation;Humiliate;Humilier le prisonnier;Gefangenen demütigen;;Humillar [Root.GetTitledFirstName];;;;;;;;;x
#recruit_prisoner_named;Recruit;Recruter [Root.GetTitledFirstName];[Root.GetTitledFirstName] rekrutieren;;Reclutar a [Root.GetTitledFirstName];;;;;;;;;x

#Consolidation :: Pets
#pet_best_friends_desc;§YPet Hunting Dog§!\nHealth: §G+1§!\nDiplomacy: §G+1§!\n--------------\n§YPet Cat§!\nHealth: §G+1§!\nIntrigue: §G+1§!\n--------------\nThis character has pets which are the best of friends.;Ce personnage a des animaux qui s'entendent très bien.;Dieser Charakter hat Haustiere, die sich wunderbar vertragen.;;Este personaje tiene mascotas que son las mejores amigas.;;;;;x
